Timestamp,Puissance Active (W)
"25/08/2025 13:50:31",40.29
"25/08/2025 13:50:33",40.36
"25/08/2025 13:50:35",40.50
"25/08/2025 13:50:36",40.53
"25/08/2025 13:50:38",40.60
"25/08/2025 13:50:39",40.41
"25/08/2025 13:50:41",40.41
"25/08/2025 13:50:43",40.36
"25/08/2025 13:50:44",40.35
"25/08/2025 13:50:46",40.17
"25/08/2025 13:50:48",40.22
"25/08/2025 13:50:49",40.23
"25/08/2025 13:50:51",40.38
"25/08/2025 13:50:52",40.42
"25/08/2025 13:50:54",40.47
"25/08/2025 13:50:56",40.34
"25/08/2025 13:50:57",40.16
"25/08/2025 13:50:59",13.13
"25/08/2025 13:51:01",6.77
"25/08/2025 13:51:02",0.32
"25/08/2025 13:51:04",0.29
"25/08/2025 13:51:05",0.31
"25/08/2025 13:51:07",0.34
"25/08/2025 13:51:09",0.23
"25/08/2025 13:51:10",0.36
"25/08/2025 13:51:12",0.31
"25/08/2025 13:51:13",0.52
"25/08/2025 13:51:15",0.26
"25/08/2025 13:51:17",0.36
"25/08/2025 13:51:18",0.35
"25/08/2025 13:51:20",0.24
"25/08/2025 13:51:21",0.22
"25/08/2025 13:51:23",0.37
"25/08/2025 13:51:25",0.31
"25/08/2025 13:51:26",0.34
"25/08/2025 13:51:28",0.33
"25/08/2025 13:51:29",0.32
"25/08/2025 13:51:31",0.30
"25/08/2025 13:51:32",0.33
"25/08/2025 13:51:34",0.37
"25/08/2025 13:51:36",0.33
"25/08/2025 13:51:37",0.35
"25/08/2025 13:51:38",0.31
"25/08/2025 13:51:40",0.41
"25/08/2025 13:51:41",0.28
"25/08/2025 13:51:43",0.34
"25/08/2025 13:51:44",0.32
"25/08/2025 13:51:46",0.33
"25/08/2025 13:51:47",0.34
"25/08/2025 13:51:48",0.34
"25/08/2025 13:51:50",0.25
"25/08/2025 13:51:51",0.43
"25/08/2025 13:51:53",0.30
"25/08/2025 13:51:54",0.32
"25/08/2025 13:51:56",0.38
"25/08/2025 13:51:57",0.29
"25/08/2025 13:51:59",0.38
"25/08/2025 13:52:00",0.36
"25/08/2025 13:52:02",0.34
"25/08/2025 13:52:03",0.35
"25/08/2025 13:52:05",0.28
"25/08/2025 13:52:06",0.43
"25/08/2025 13:52:08",0.42
"25/08/2025 13:52:09",0.35
"25/08/2025 13:52:10",0.37
"25/08/2025 13:52:12",0.36
"25/08/2025 13:52:13",0.29
"25/08/2025 13:52:15",0.48
"25/08/2025 13:52:16",0.35
"25/08/2025 13:52:18",0.36
"25/08/2025 13:52:19",0.44
"25/08/2025 13:52:21",0.30
"25/08/2025 13:52:22",0.36
"25/08/2025 13:52:24",0.37
"25/08/2025 13:52:25",0.28
"25/08/2025 13:52:27",0.28
"25/08/2025 13:52:28",0.32
"25/08/2025 13:52:30",0.35
"25/08/2025 13:52:32",0.30
"25/08/2025 13:52:33",0.35
"25/08/2025 13:52:35",0.33
"25/08/2025 13:52:37",0.31
"25/08/2025 13:52:38",0.34
"25/08/2025 13:52:40",0.38
"25/08/2025 13:52:41",0.35
"25/08/2025 13:52:43",0.31
"25/08/2025 13:52:44",0.30
"25/08/2025 13:52:46",0.35
"25/08/2025 13:52:48",0.37
"25/08/2025 13:52:49",0.35
"25/08/2025 13:52:51",0.36
"25/08/2025 13:52:53",0.43
"25/08/2025 13:52:54",0.35
"25/08/2025 13:52:56",0.30
"25/08/2025 13:52:57",0.21
"25/08/2025 13:52:59",0.27
"25/08/2025 13:53:00",0.34
"25/08/2025 13:53:02",0.32
"25/08/2025 13:53:03",0.34
"25/08/2025 13:53:05",0.35
"25/08/2025 13:53:06",0.29
"25/08/2025 13:53:08",0.41
"25/08/2025 13:53:09",0.39
"25/08/2025 13:53:11",0.22
"25/08/2025 13:53:12",0.30
"25/08/2025 13:53:14",0.28
"25/08/2025 13:53:16",0.36
"25/08/2025 13:53:17",0.31
"25/08/2025 13:53:19",0.34
"25/08/2025 13:53:20",0.34
"25/08/2025 13:53:22",0.27
"25/08/2025 13:53:24",0.30
"25/08/2025 13:53:25",0.30
"25/08/2025 13:53:27",0.37
"25/08/2025 13:53:28",0.30
"25/08/2025 13:53:30",0.39
"25/08/2025 13:53:32",0.42
"25/08/2025 13:53:33",0.28
"25/08/2025 13:53:35",0.32
"25/08/2025 13:53:36",0.32
"25/08/2025 13:53:38",0.22
"25/08/2025 13:53:40",0.38
"25/08/2025 13:53:41",0.23
"25/08/2025 13:53:43",0.31
"25/08/2025 13:53:44",0.24
"25/08/2025 13:53:46",0.32
"25/08/2025 13:53:47",0.42
"25/08/2025 13:53:49",0.39
"25/08/2025 13:53:50",0.46
"25/08/2025 13:53:52",0.36
"25/08/2025 13:53:54",0.27
"25/08/2025 13:53:55",0.21
"25/08/2025 13:53:57",0.28
"25/08/2025 13:53:58",0.32
